"id","A_Kanton","D_Jahr","D_Forstzone","D_Eigentümertyp","D_Holzartengruppe","M_Holzernte.Total","M_Stammholz","M_Industrieholz","M_Energieholz.Total","M_Stück.Energieholz","M_X...Hack.Energieholz","M_Übrige.Sortimente"
4,"Uri",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
4,"Uri",2019,"Voralpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Voralpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
4,"Uri",2019,"Voralpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Voralpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","88488","46137","8602","33406","11208","22198","343"
5,"Schwyz",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","72312","44724","6665","20611","3520","17091","312"
5,"Schwyz",2019,"Voralpen","Eigentümertyp - Total","Laubholz","16176","1413","1937","12795","7688","5107","31"
5,"Schwyz",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","61559","33527","5439","22519","5118","17401","74"
5,"Schwyz",2019,"Voralpen","Öffentliche Wälder","Nadelholz","53872","32840","4747","16212","1749","14463","73"
5,"Schwyz",2019,"Voralpen","Öffentliche Wälder","Laubholz","7687","686","692","6307","3369","2938","1"
5,"Schwyz",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","26929","12610","3163","10887","6090","4797","269"
5,"Schwyz",2019,"Voralpen","Privatwälder","Nadelholz","18440","11884","1918","4399","1771","2628","239"
5,"Schwyz",2019,"Voralpen","Privatwälder","Laubholz","8489","727","1245","6488","4319","2169","30"
6,"Obwalden",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","61772","24458","7240","30074","4673","25401","0"
6,"Obwalden",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","42602","21462","5280","15860","999","14861","0"
6,"Obwalden",2019,"Voralpen","Eigentümertyp - Total","Laubholz","19170","2996","1960","14214","3674","10540","0"
6,"Obwalden",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","59515","24033","6828","28654","3326","25328","0"
6,"Obwalden",2019,"Voralpen","Öffentliche Wälder","Nadelholz","41735","21157","5239","15339","478","14861","0"
6,"Obwalden",2019,"Voralpen","Öffentliche Wälder","Laubholz","17780","2876","1589","13315","2848","10467","0"
6,"Obwalden",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","2257","425","412","1420","1347","73","0"
6,"Obwalden",2019,"Voralpen","Privatwälder","Nadelholz","867","305","41","521","521","0","0"
6,"Obwalden",2019,"Voralpen","Privatwälder","Laubholz","1390","120","371","899","826","73","0"
7,"Nidwalden",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","23820","5585","1162","17053","4557","12496","20"
7,"Nidwalden",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","11134","5274","1078","4782","806","3976","0"
7,"Nidwalden",2019,"Voralpen","Eigentümertyp - Total","Laubholz","12686","311","84","12271","3751","8520","20"
7,"Nidwalden",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","13991","3195","665","10111","1463","8648","20"
7,"Nidwalden",2019,"Voralpen","Öffentliche Wälder","Nadelholz","6010","3057","581","2372","70","2302","0"
7,"Nidwalden",2019,"Voralpen","Öffentliche Wälder","Laubholz","7981","138","84","7739","1393","6346","20"
7,"Nidwalden",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","9829","2390","497","6942","3094","3848","0"
7,"Nidwalden",2019,"Voralpen","Privatwälder","Nadelholz","5124","2217","497","2410","736","1674","0"
7,"Nidwalden",2019,"Voralpen","Privatwälder","Laubholz","4705","173","0","4532","2358","2174","0"
8,"Glarus",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
8,"Glarus",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Voralpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
8,"Glarus",2019,"Voralpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Voralpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
8,"Glarus",2019,"Voralpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Voralpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
9,"Zug",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","39521","18364","2791","18366","2770","15596","0"
9,"Zug",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","26266","17021","2676","6569","657","5912","0"
9,"Zug",2019,"Voralpen","Eigentümertyp - Total","Laubholz","13255","1343","115","11797","2113","9684","0"
9,"Zug",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","29724","13926","2649","13149","1788","11361","0"
9,"Zug",2019,"Voralpen","Öffentliche Wälder","Nadelholz","19644","12922","2584","4138","308","3830","0"
9,"Zug",2019,"Voralpen","Öffentliche Wälder","Laubholz","10080","1004","65","9011","1480","7531","0"
9,"Zug",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","9797","4438","142","5217","982","4235","0"
9,"Zug",2019,"Voralpen","Privatwälder","Nadelholz","6622","4099","92","2431","349","2082","0"
9,"Zug",2019,"Voralpen","Privatwälder","Laubholz","3175","339","50","2786","633","2153","0"
10,"Fribourg / Freiburg",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","129199","76057","7737","45280","12132","33148","125"
10,"Fribourg / Freiburg",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","107401","75836","7691","23749","2386","21363","125"
10,"Fribourg / Freiburg",2019,"Voralpen","Eigentümertyp - Total","Laubholz","21798","221","46","21531","9746","11785","0"
10,"Fribourg / Freiburg",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","100203","58971","6372","34805","9021","25784","54"
10,"Fribourg / Freiburg",2019,"Voralpen","Öffentliche Wälder","Nadelholz","83890","58862","6326","18648","1339","17309","54"
10,"Fribourg / Freiburg",2019,"Voralpen","Öffentliche Wälder","Laubholz","16313","109","46","16158","7682","8476","0"
10,"Fribourg / Freiburg",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","28996","17086","1365","10475","3111","7364","71"
10,"Fribourg / Freiburg",2019,"Voralpen","Privatwälder","Nadelholz","23511","16974","1365","5101","1047","4054","71"
10,"Fribourg / Freiburg",2019,"Voralpen","Privatwälder","Laubholz","5485","112","0","5373","2064","3309","0"
11,"Solothurn",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Voralpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Voralpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Voralpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Voralpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Voralpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Voralpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Voralpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Voralpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Voralpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Voralpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Voralpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Voralpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Voralpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Voralpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Voralpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Voralpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Voralpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Voralpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Voralpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Voralpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","52346","32340","1828","18121","3488","14633","57"
15,"Appenzell Ausserrhoden",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","45519","31738","1372","12379","1503","10876","30"
15,"Appenzell Ausserrhoden",2019,"Voralpen","Eigentümertyp - Total","Laubholz","6827","602","456","5742","1985","3757","27"
15,"Appenzell Ausserrhoden",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","10849","7211","471","3160","705","2455","7"
15,"Appenzell Ausserrhoden",2019,"Voralpen","Öffentliche Wälder","Nadelholz","9645","7094","465","2081","150","1931","5"
15,"Appenzell Ausserrhoden",2019,"Voralpen","Öffentliche Wälder","Laubholz","1204","117","6","1079","555","524","2"
15,"Appenzell Ausserrhoden",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","41497","25129","1357","14961","2783","12178","50"
15,"Appenzell Ausserrhoden",2019,"Voralpen","Privatwälder","Nadelholz","35874","24644","907","10298","1353","8945","25"
15,"Appenzell Ausserrhoden",2019,"Voralpen","Privatwälder","Laubholz","5623","485","450","4663","1430","3233","25"
16,"Appenzell Innerrhoden",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","26936","22268","138","4530","3087","1443","0"
16,"Appenzell Innerrhoden",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","26671","22128","138","4405","2962","1443","0"
16,"Appenzell Innerrhoden",2019,"Voralpen","Eigentümertyp - Total","Laubholz","265","140","0","125","125","0","0"
16,"Appenzell Innerrhoden",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","10044","7820","0","2224","781","1443","0"
16,"Appenzell Innerrhoden",2019,"Voralpen","Öffentliche Wälder","Nadelholz","10022","7811","0","2211","768","1443","0"
16,"Appenzell Innerrhoden",2019,"Voralpen","Öffentliche Wälder","Laubholz","22","9","0","13","13","0","0"
16,"Appenzell Innerrhoden",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","16892","14448","138","2306","2306","0","0"
16,"Appenzell Innerrhoden",2019,"Voralpen","Privatwälder","Nadelholz","16649","14317","138","2194","2194","0","0"
16,"Appenzell Innerrhoden",2019,"Voralpen","Privatwälder","Laubholz","243","131","0","112","112","0","0"
17,"St. Gallen",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","159164","80581","8800","69636","29831","39805","147"
17,"St. Gallen",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","99802","71512","4063","24134","6996","17138","93"
17,"St. Gallen",2019,"Voralpen","Eigentümertyp - Total","Laubholz","59362","9069","4737","45502","22835","22667","54"
17,"St. Gallen",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","80545","41849","2350","36303","10219","26084","43"
17,"St. Gallen",2019,"Voralpen","Öffentliche Wälder","Nadelholz","52356","38274","1361","12682","1408","11274","39"
17,"St. Gallen",2019,"Voralpen","Öffentliche Wälder","Laubholz","28189","3575","989","23621","8811","14810","4"
17,"St. Gallen",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","78619","38732","6450","33333","19612","13721","104"
17,"St. Gallen",2019,"Voralpen","Privatwälder","Nadelholz","47446","33238","2702","11452","5588","5864","54"
17,"St. Gallen",2019,"Voralpen","Privatwälder","Laubholz","31173","5494","3748","21881","14024","7857","50"
18,"Graubünden / Grigioni / Grischun",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Voralpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Voralpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Voralpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Voralpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Voralpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
19,"Aargau",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Voralpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
19,"Aargau",2019,"Voralpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Voralpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
19,"Aargau",2019,"Voralpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Voralpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Voralpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Voralpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Voralpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Voralpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Voralpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
21,"Ticino",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Voralpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
21,"Ticino",2019,"Voralpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Voralpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
21,"Ticino",2019,"Voralpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Voralpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
22,"Vaud",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","23870","12251","372","11247","6956","4291","0"
22,"Vaud",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","19431","12183","229","7019","4396","2623","0"
22,"Vaud",2019,"Voralpen","Eigentümertyp - Total","Laubholz","4439","68","143","4228","2560","1668","0"
22,"Vaud",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","17171","7725","372","9074","5216","3858","0"
22,"Vaud",2019,"Voralpen","Öffentliche Wälder","Nadelholz","13057","7719","229","5109","2919","2190","0"
22,"Vaud",2019,"Voralpen","Öffentliche Wälder","Laubholz","4114","6","143","3965","2297","1668","0"
22,"Vaud",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","6699","4526","0","2173","1740","433","0"
22,"Vaud",2019,"Voralpen","Privatwälder","Nadelholz","6374","4464","0","1910","1477","433","0"
22,"Vaud",2019,"Voralpen","Privatwälder","Laubholz","325","62","0","263","263","0","0"
23,"Valais / Wallis",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Voralpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Voralpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Voralpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Voralpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Voralpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Voralpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Voralpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Voralpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Voralpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Voralpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
25,"Genève",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Voralpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
25,"Genève",2019,"Voralpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Voralpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
25,"Genève",2019,"Voralpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Voralpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
26,"Jura",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Voralpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
26,"Jura",2019,"Voralpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Voralpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
26,"Jura",2019,"Voralpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Voralpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
2,"Bern / Berne",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","59445","27744","4828","26846","10376","16470","27"
2,"Bern / Berne",2019,"Alpen","Eigentümertyp - Total","Nadelholz","45944","27186","2576","16155","5097","11058","27"
2,"Bern / Berne",2019,"Alpen","Eigentümertyp - Total","Laubholz","13501","558","2252","10691","5279","5412","0"
2,"Bern / Berne",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","29658","13374","3294","12963","3868","9095","27"
2,"Bern / Berne",2019,"Alpen","Öffentliche Wälder","Nadelholz","21620","13024","1316","7253","1524","5729","27"
2,"Bern / Berne",2019,"Alpen","Öffentliche Wälder","Laubholz","8038","350","1978","5710","2344","3366","0"
2,"Bern / Berne",2019,"Alpen","Privatwälder","Holzartengruppe - Total","29787","14370","1534","13883","6508","7375","0"
2,"Bern / Berne",2019,"Alpen","Privatwälder","Nadelholz","24324","14162","1260","8902","3573","5329","0"
2,"Bern / Berne",2019,"Alpen","Privatwälder","Laubholz","5463","208","274","4981","2935","2046","0"
3,"Luzern",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","30531","10995","243","19290","6928","12362","3"
4,"Uri",2019,"Alpen","Eigentümertyp - Total","Nadelholz","24125","10921","240","12961","2698","10263","3"
4,"Uri",2019,"Alpen","Eigentümertyp - Total","Laubholz","6406","74","3","6329","4230","2099","0"
4,"Uri",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","26197","10060","243","15891","4018","11873","3"
4,"Uri",2019,"Alpen","Öffentliche Wälder","Nadelholz","21759","10016","240","11500","1636","9864","3"
4,"Uri",2019,"Alpen","Öffentliche Wälder","Laubholz","4438","44","3","4391","2382","2009","0"
4,"Uri",2019,"Alpen","Privatwälder","Holzartengruppe - Total","4334","935","0","3399","2910","489","0"
4,"Uri",2019,"Alpen","Privatwälder","Nadelholz","2366","905","0","1461","1062","399","0"
4,"Uri",2019,"Alpen","Privatwälder","Laubholz","1968","30","0","1938","1848","90","0"
5,"Schwyz",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","4327","1416","252","2659","2139","520","0"
5,"Schwyz",2019,"Alpen","Eigentümertyp - Total","Nadelholz","2463","1267","252","944","591","353","0"
5,"Schwyz",2019,"Alpen","Eigentümertyp - Total","Laubholz","1864","149","0","1715","1548","167","0"
5,"Schwyz",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","1170","497","153","520","428","92","0"
5,"Schwyz",2019,"Alpen","Öffentliche Wälder","Nadelholz","866","477","153","236","147","89","0"
5,"Schwyz",2019,"Alpen","Öffentliche Wälder","Laubholz","304","20","0","284","281","3","0"
5,"Schwyz",2019,"Alpen","Privatwälder","Holzartengruppe - Total","3157","919","99","2139","1711","428","0"
5,"Schwyz",2019,"Alpen","Privatwälder","Nadelholz","1597","790","99","708","444","264","0"
5,"Schwyz",2019,"Alpen","Privatwälder","Laubholz","1560","129","0","1431","1267","164","0"
6,"Obwalden",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","10617","2914","464","7201","5710","1491","38"
