 "taxonLabel" , "artenGruppeLabel" , "status" , "year" , "totalSpecies" ,
 "Odonata" , "Libellen" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2002-01-01" , "5" ,
 "Odonata" , "Libellen" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2002-01-01" , "12" ,
 "Odonata" , "Libellen" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2002-01-01" , "34" ,
 "Odonata" , "Libellen" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2002-01-01" , "0" ,
 "Odonata" , "Libellen" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2020-01-01" , "3" ,
 "Odonata" , "Libellen" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2020-01-01" , "4" ,
 "Odonata" , "Libellen" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2020-01-01" , "9" ,
 "Odonata" , "Libellen" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2020-01-01" , "11" ,
 "Odonata" , "Libellen" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2020-01-01" , "6" ,
 "Odonata" , "Libellen" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2020-01-01" , "42" ,
 "Odonata" , "Libellen" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2020-01-01" , "1" ,
 "Decapoda" , "Zehnfusskrebse" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2007-01-01" , "0" ,
 "Decapoda" , "Zehnfusskrebse" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2007-01-01" , "0" ,
 "Decapoda" , "Zehnfusskrebse" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2007-01-01" , "2" ,
 "Decapoda" , "Zehnfusskrebse" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2007-01-01" , "1" ,
 "Decapoda" , "Zehnfusskrebse" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2007-01-01" , "0" ,
 "Decapoda" , "Zehnfusskrebse" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2007-01-01" , "0" ,
 "Decapoda" , "Zehnfusskrebse" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2007-01-01" , "0" ,
 "Decapoda" , "Zehnfusskrebse" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2020-01-01" , "0" ,
 "Decapoda" , "Zehnfusskrebse" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2020-01-01" , "0" ,
 "Decapoda" , "Zehnfusskrebse" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2020-01-01" , "2" ,
 "Decapoda" , "Zehnfusskrebse" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2020-01-01" , "1" ,
 "Decapoda" , "Zehnfusskrebse" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2020-01-01" , "0" ,
 "Decapoda" , "Zehnfusskrebse" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2020-01-01" , "0" ,
 "Decapoda" , "Zehnfusskrebse" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2020-01-01" , "0" ,
 "Bivalvia" , "Muscheln" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "1994-01-01" , "1" ,
 "Bivalvia" , "Muscheln" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "1994-01-01" , "1" ,
 "Bivalvia" , "Muscheln" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "1994-01-01" , "2" ,
 "Bivalvia" , "Muscheln" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "1994-01-01" , "5" ,
 "Bivalvia" , "Muscheln" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "1994-01-01" , "8" ,
 "Bivalvia" , "Muscheln" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "1994-01-01" , "9" ,
 "Bivalvia" , "Muscheln" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2012-01-01" , "1" ,
 "Bivalvia" , "Muscheln" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2012-01-01" , "1" ,
 "Bivalvia" , "Muscheln" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2012-01-01" , "5" ,
 "Bivalvia" , "Muscheln" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2012-01-01" , "4" ,
 "Bivalvia" , "Muscheln" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2012-01-01" , "4" ,
 "Bivalvia" , "Muscheln" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2012-01-01" , "10" ,
 "Bivalvia" , "Muscheln" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2012-01-01" , "4" ,
 "Gastropoda" , "Schnecken" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "1994-01-01" , "2" ,
 "Gastropoda" , "Schnecken" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "1994-01-01" , "14" ,
 "Gastropoda" , "Schnecken" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "1994-01-01" , "22" ,
 "Gastropoda" , "Schnecken" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "1994-01-01" , "43" ,
 "Gastropoda" , "Schnecken" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "1994-01-01" , "42" ,
 "Gastropoda" , "Schnecken" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "1994-01-01" , "121" ,
 "Gastropoda" , "Schnecken" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2012-01-01" , "2" ,
 "Gastropoda" , "Schnecken" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2012-01-01" , "18" ,
 "Gastropoda" , "Schnecken" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2012-01-01" , "36" ,
 "Gastropoda" , "Schnecken" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2012-01-01" , "34" ,
 "Gastropoda" , "Schnecken" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2012-01-01" , "36" ,
 "Gastropoda" , "Schnecken" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2012-01-01" , "98" ,
 "Gastropoda" , "Schnecken" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2012-01-01" , "17" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "1991-01-01" , "63" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "1991-01-01" , "10" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "1991-01-01" , "321" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "1991-01-01" , "242" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "1991-01-01" , "210" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "1991-01-01" , "1669" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2002-01-01" , "34" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2002-01-01" , "124" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2002-01-01" , "241" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2002-01-01" , "361" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2002-01-01" , "344" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2002-01-01" , "1365" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2002-01-01" , "35" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2016-01-01" , "35" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2016-01-01" , "123" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2016-01-01" , "194" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2016-01-01" , "354" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2016-01-01" , "433" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2016-01-01" , "1594" ,
 "Spermatophyta, Dicotyledones, Monocotyledones, Gymnosperma" , "Blütenpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2016-01-01" , "94" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "1991-01-01" , "2" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "1991-01-01" , "2" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "1991-01-01" , "11" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "1991-01-01" , "5" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "1991-01-01" , "13" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "1991-01-01" , "51" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2002-01-01" , "5" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2002-01-01" , "7" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2002-01-01" , "7" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2002-01-01" , "11" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2002-01-01" , "10" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2002-01-01" , "45" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2002-01-01" , "3" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2016-01-01" , "1" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2016-01-01" , "9" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2016-01-01" , "6" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2016-01-01" , "14" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2016-01-01" , "4" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2016-01-01" , "49" ,
 "Pteridophyta" , "Farne" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2016-01-01" , "5" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "1992-01-01" , "5" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "1992-01-01" , "44" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "1992-01-01" , "40" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "1992-01-01" , "312" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "1992-01-01" , "50" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "1992-01-01" , "558" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "1992-01-01" , "21" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2004-01-01" , "0" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2004-01-01" , "61" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2004-01-01" , "58" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2004-01-01" , "282" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2004-01-01" , "67" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2004-01-01" , "512" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2004-01-01" , "98" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2020-01-01" , "0" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2020-01-01" , "0" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2020-01-01" , "0" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2020-01-01" , "0" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2020-01-01" , "0" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2020-01-01" , "0" ,
 "Hepaticae, Musci, Anthocerotae" , "Moose" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2020-01-01" , "0" ,
 "Characeae" , "Armleuchteralgen" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2012-01-01" , "4" ,
 "Characeae" , "Armleuchteralgen" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2012-01-01" , "4" ,
 "Characeae" , "Armleuchteralgen" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2012-01-01" , "6" ,
 "Characeae" , "Armleuchteralgen" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2012-01-01" , "6" ,
 "Characeae" , "Armleuchteralgen" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2012-01-01" , "1" ,
 "Characeae" , "Armleuchteralgen" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2012-01-01" , "2" ,
 "Characeae" , "Armleuchteralgen" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2012-01-01" , "2" ,
 "Lichenes" , "Baumbewohnende Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2002-01-01" , "22" ,
 "Lichenes" , "Baumbewohnende Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2002-01-01" , "35" ,
 "Lichenes" , "Baumbewohnende Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2002-01-01" , "87" ,
 "Lichenes" , "Baumbewohnende Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2002-01-01" , "86" ,
 "Lichenes" , "Baumbewohnende Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2002-01-01" , "84" ,
 "Lichenes" , "Baumbewohnende Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2002-01-01" , "200" ,
 "Lichenes" , "Baumbewohnende Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2002-01-01" , "7" ,
 "Lichenes" , "Erdbewohnende Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2002-01-01" , "16" ,
 "Lichenes" , "Erdbewohnende Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2002-01-01" , "10" ,
 "Lichenes" , "Erdbewohnende Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2002-01-01" , "9" ,
 "Lichenes" , "Erdbewohnende Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2002-01-01" , "30" ,
 "Lichenes" , "Erdbewohnende Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2002-01-01" , "23" ,
 "Lichenes" , "Erdbewohnende Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2002-01-01" , "111" ,
 "Lichenes" , "Erdbewohnende Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2002-01-01" , "67" ,
 "Ascomycetes, Basidiomycetes" , "Grosspilze" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2007-01-01" , "1" ,
 "Ascomycetes, Basidiomycetes" , "Grosspilze" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2007-01-01" , "81" ,
 "Ascomycetes, Basidiomycetes" , "Grosspilze" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2007-01-01" , "360" ,
 "Ascomycetes, Basidiomycetes" , "Grosspilze" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2007-01-01" , "495" ,
 "Ascomycetes, Basidiomycetes" , "Grosspilze" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2007-01-01" , "143" ,
 "Ascomycetes, Basidiomycetes" , "Grosspilze" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2007-01-01" , "1876" ,
 "Ascomycetes, Basidiomycetes" , "Grosspilze" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2007-01-01" , "2004" ,
 "Buprestidae, Cerambycidae, Cetoniidae, Lucanidae" , "Prachtkäfer, Bockkäfer, Rosenkäfer, Schröter" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2016-01-01" , "2" ,
 "Buprestidae, Cerambycidae, Cetoniidae, Lucanidae" , "Prachtkäfer, Bockkäfer, Rosenkäfer, Schröter" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2016-01-01" , "31" ,
 "Buprestidae, Cerambycidae, Cetoniidae, Lucanidae" , "Prachtkäfer, Bockkäfer, Rosenkäfer, Schröter" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2016-01-01" , "44" ,
 "Buprestidae, Cerambycidae, Cetoniidae, Lucanidae" , "Prachtkäfer, Bockkäfer, Rosenkäfer, Schröter" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2016-01-01" , "41" ,
 "Buprestidae, Cerambycidae, Cetoniidae, Lucanidae" , "Prachtkäfer, Bockkäfer, Rosenkäfer, Schröter" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2016-01-01" , "47" ,
 "Buprestidae, Cerambycidae, Cetoniidae, Lucanidae" , "Prachtkäfer, Bockkäfer, Rosenkäfer, Schröter" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2016-01-01" , "91" ,
 "Buprestidae, Cerambycidae, Cetoniidae, Lucanidae" , "Prachtkäfer, Bockkäfer, Rosenkäfer, Schröter" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2016-01-01" , "37" ,
 "Mollusca" , "Weichtiere" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "1994-01-01" , "3" ,
 "Mollusca" , "Weichtiere" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "1994-01-01" , "15" ,
 "Mollusca" , "Weichtiere" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "1994-01-01" , "24" ,
 "Mollusca" , "Weichtiere" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "1994-01-01" , "48" ,
 "Mollusca" , "Weichtiere" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "1994-01-01" , "50" ,
 "Mollusca" , "Weichtiere" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "1994-01-01" , "130" ,
 "Mollusca" , "Weichtiere" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2012-01-01" , "3" ,
 "Mollusca" , "Weichtiere" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2012-01-01" , "19" ,
 "Mollusca" , "Weichtiere" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2012-01-01" , "41" ,
 "Mollusca" , "Weichtiere" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2012-01-01" , "38" ,
 "Mollusca" , "Weichtiere" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2012-01-01" , "40" ,
 "Mollusca" , "Weichtiere" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2012-01-01" , "108" ,
 "Mollusca" , "Weichtiere" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2012-01-01" , "21" ,
 "Lichenes" , "Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2002-01-01" , "38" ,
 "Lichenes" , "Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2002-01-01" , "45" ,
 "Lichenes" , "Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2002-01-01" , "96" ,
 "Lichenes" , "Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2002-01-01" , "116" ,
 "Lichenes" , "Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2002-01-01" , "107" ,
 "Lichenes" , "Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2002-01-01" , "311" ,
 "Lichenes" , "Flechten" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2002-01-01" , "74" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "1991-01-01" , "65" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "1991-01-01" , "12" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "1991-01-01" , "332" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "1991-01-01" , "247" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "1991-01-01" , "223" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "1991-01-01" , "1720" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2002-01-01" , "34" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2002-01-01" , "124" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2002-01-01" , "241" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2002-01-01" , "361" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2002-01-01" , "344" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2002-01-01" , "1365" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2002-01-01" , "35" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2016-01-01" , "35" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2016-01-01" , "123" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2016-01-01" , "194" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2016-01-01" , "354" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2016-01-01" , "433" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2016-01-01" , "1594" ,
 "Tracheophyta" , "Gefässpflanzen" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2016-01-01" , "94" ,
 "Cicadidae" , "Singzikaden" , "https://environment.ld.admin.ch/foen/red-lists/status/RE" , "2020-01-01" , "0" ,
 "Cicadidae" , "Singzikaden" , "https://environment.ld.admin.ch/foen/red-lists/status/CR" , "2020-01-01" , "1" ,
 "Cicadidae" , "Singzikaden" , "https://environment.ld.admin.ch/foen/red-lists/status/EN" , "2020-01-01" , "5" ,
 "Cicadidae" , "Singzikaden" , "https://environment.ld.admin.ch/foen/red-lists/status/VU" , "2020-01-01" , "2" ,
 "Cicadidae" , "Singzikaden" , "https://environment.ld.admin.ch/foen/red-lists/status/NT" , "2020-01-01" , "0" ,
 "Cicadidae" , "Singzikaden" , "https://environment.ld.admin.ch/foen/red-lists/status/LC" , "2020-01-01" , "2" ,
 "Cicadidae" , "Singzikaden" , "https://environment.ld.admin.ch/foen/red-lists/status/DD" , "2020-01-01" , "0" ,
