"subject","predicate","object"
"https://environment.ld.admin.ch/foen/nfi/nfi_C-20/cube/2023-3","http://schema.org/name","NFI: Topics by stage of stand development"
"https://environment.ld.admin.ch/foen/nfi/nfi_C-20/cube/2023-3","http://schema.org/workExample","https://ld.admin.ch/application/visualize"
"https://environment.ld.admin.ch/foen/nfi/nfi_C-20/cube/2023-3","https://visualize.admin.ch/contains","https://environment.ld.admin.ch/foen/nfi/unitOfReference"
"https://environment.ld.admin.ch/foen/nfi/unitOfReference","https://visualize.admin.ch/hasTermset","https://ld.admin.ch/dimension/bgdi/biota/protectionforestregions"
"https://environment.ld.admin.ch/foen/nfi/unitOfReference","http://schema.org/name","Region"
"https://ld.admin.ch/dimension/bgdi/biota/protectionforestregions","http://schema.org/name","Protection forest regions NFI"
"https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu","http://schema.org/name","Federal Office for the Environment FOEN"
"https://register.ld.admin.ch/opendataswiss/category/territory","http://schema.org/name","Territory and environment"
"https://register.ld.admin.ch/foen/theme/14","http://schema.org/inDefinedTermSet","https://register.ld.admin.ch/foen/theme"
"https://register.ld.admin.ch/foen/theme/14","http://schema.org/name","Forest and wood"
"https://environment.ld.admin.ch/foen/nfi/nfi_C-20/cube/2023-3","http://www.w3.org/ns/dcat#theme","https://register.ld.admin.ch/opendataswiss/category/agriculture"
"https://register.ld.admin.ch/opendataswiss/category/agriculture","http://schema.org/name","Agriculture, forestry"
"https://environment.ld.admin.ch/foen/nfi/nfi_C-22/cube/2023-3","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://cube.link/Cube"
"https://environment.ld.admin.ch/foen/nfi/nfi_C-22/cube/2023-3","https://cube.link/observationConstraint","https://environment.ld.admin.ch/foen/nfi/nfi_C-22/cube/2023-3/shape/"
"https://environment.ld.admin.ch/foen/nfi/nfi_C-22/cube/2023-3","http://www.w3.org/ns/dcat#theme","https://register.ld.admin.ch/opendataswiss/category/territory"
"https://environment.ld.admin.ch/foen/nfi/nfi_C-22/cube/2023-3","http://purl.org/dc/terms/publisher","Abteilung Wald, Bundesamt für Umwelt"
"https://environment.ld.admin.ch/foen/nfi/nfi_C-22/cube/2023-3","http://schema.org/about","https://register.ld.admin.ch/foen/theme/14"
